kol,rejim,origin,model,hedef_ay,y_true,y_pred_q50
T0,NORMAL_2023_01_2025_03,2024-06-01,DirectTabular,2024-09-01,20.685966189053858,11.315532684326172
T0,NORMAL_2023_01_2025_03,2024-06-01,ETS,2024-09-01,20.685966189053858,-8.973671471007059
T0,NORMAL_2023_01_2025_03,2024-06-01,Theta,2024-09-01,20.685966189053858,-12.87244987487793
T0,NORMAL_2023_01_2025_03,2024-06-01,Chronos2,2024-09-01,20.685966189053858,-5.0903754234313965
T0,NORMAL_2023_01_2025_03,2024-06-01,Toto2,2024-09-01,20.685966189053858,4.268860816955566
T0,NORMAL_2023_01_2025_03,2024-06-01,WeightedEnsemble,2024-09-01,20.685966189053858,-3.983368904359879
T0,NORMAL_2023_01_2025_03,2024-06-01,sifir,2024-09-01,20.685966189053858,0.0
T0,NORMAL_2023_01_2025_03,2024-06-01,son12_ortalama,2024-09-01,20.685966189053858,-5.822395874112203
T0,NORMAL_2023_01_2025_03,2024-07-01,SeasonalNaive,2024-10-01,17.08234144025041,-24.937052677846825
T0,NORMAL_2023_01_2025_03,2024-07-01,RecursiveTabular,2024-10-01,17.08234144025041,-6.845632553100586
T0,NORMAL_2023_01_2025_03,2024-07-01,DirectTabular,2024-10-01,17.08234144025041,44.80522155761719
T0,NORMAL_2023_01_2025_03,2024-07-01,ETS,2024-10-01,17.08234144025041,-1.3852111568617396
T0,NORMAL_2023_01_2025_03,2024-07-01,Theta,2024-10-01,17.08234144025041,-5.430031776428223
T0,NORMAL_2023_01_2025_03,2024-07-01,Chronos2,2024-10-01,17.08234144025041,3.3034462928771973
T0,NORMAL_2023_01_2025_03,2024-07-01,Toto2,2024-10-01,17.08234144025041,14.213170051574707
T0,NORMAL_2023_01_2025_03,2024-07-01,WeightedEnsemble,2024-10-01,17.08234144025041,26.264584281227805
T0,NORMAL_2023_01_2025_03,2024-07-01,sifir,2024-10-01,17.08234144025041,0.0
T0,NORMAL_2023_01_2025_03,2024-07-01,son12_ortalama,2024-10-01,17.08234144025041,-5.708430356004648
T0,NORMAL_2023_01_2025_03,2024-08-01,SeasonalNaive,2024-11-01,16.413579595458174,-21.294534475816985
T0,NORMAL_2023_01_2025_03,2024-08-01,RecursiveTabular,2024-11-01,16.413579595458174,-23.23736572265625
T0,NORMAL_2023_01_2025_03,2024-08-01,DirectTabular,2024-11-01,16.413579595458174,15.138273239135742
T0,NORMAL_2023_01_2025_03,2024-08-01,ETS,2024-11-01,16.413579595458174,-0.8024770387636145
T0,NORMAL_2023_01_2025_03,2024-08-01,Theta,2024-11-01,16.413579595458174,-4.751042366027832
T0,NORMAL_2023_01_2025_03,2024-08-01,Chronos2,2024-11-01,16.413579595458174,0.6968885064125061
T0,NORMAL_2023_01_2025_03,2024-08-01,Toto2,2024-11-01,16.413579595458174,7.514285087585449
T0,NORMAL_2023_01_2025_03,2024-08-01,WeightedEnsemble,2024-11-01,16.413579595458174,0.4012389631327731
T0,NORMAL_2023_01_2025_03,2024-08-01,sifir,2024-11-01,16.413579595458174,0.0
T0,NORMAL_2023_01_2025_03,2024-08-01,son12_ortalama,2024-11-01,16.413579595458174,-3.659656632458486
T0,NORMAL_2023_01_2025_03,2024-09-01,SeasonalNaive,2024-12-01,4.669708411962132,-9.208524556168657
T0,NORMAL_2023_01_2025_03,2024-09-01,RecursiveTabular,2024-12-01,4.669708411962132,-17.066164016723633
T0,NORMAL_2023_01_2025_03,2024-09-01,DirectTabular,2024-12-01,4.669708411962132,4.024588584899902
T0,NORMAL_2023_01_2025_03,2024-09-01,ETS,2024-12-01,4.669708411962132,20.68381734473107
T0,NORMAL_2023_01_2025_03,2024-09-01,Theta,2024-12-01,4.669708411962132,16.586950302124023
T0,NORMAL_2023_01_2025_03,2024-09-01,Chronos2,2024-12-01,4.669708411962132,9.632132530212402
T0,NORMAL_2023_01_2025_03,2024-09-01,Toto2,2024-12-01,4.669708411962132,11.446712493896484
T0,NORMAL_2023_01_2025_03,2024-09-01,WeightedEnsemble,2024-12-01,4.669708411962132,4.024588584899902
T0,NORMAL_2023_01_2025_03,2024-09-01,sifir,2024-12-01,4.669708411962132,0.0
T0,NORMAL_2023_01_2025_03,2024-09-01,son12_ortalama,2024-12-01,4.669708411962132,0.12760455441813492
T0,NORMAL_2023_01_2025_03,2024-10-01,SeasonalNaive,2025-01-01,-5.136694267373928,3.944788622088225
T0,NORMAL_2023_01_2025_03,2024-10-01,RecursiveTabular,2025-01-01,-5.136694267373928,5.346339225769043
T0,NORMAL_2023_01_2025_03,2024-10-01,DirectTabular,2025-01-01,-5.136694267373928,-0.7703970074653625
T0,NORMAL_2023_01_2025_03,2024-10-01,ETS,2025-01-01,-5.136694267373928,17.08270158784086
T0,NORMAL_2023_01_2025_03,2024-10-01,Theta,2025-01-01,-5.136694267373928,13.276620864868164
T0,NORMAL_2023_01_2025_03,2024-10-01,Chronos2,2025-01-01,-5.136694267373928,2.8099746704101562
T0,NORMAL_2023_01_2025_03,2024-10-01,Toto2,2025-01-01,-5.136694267373928,0.5535070300102234
T0,NORMAL_2023_01_2025_03,2024-10-01,WeightedEnsemble,2025-01-01,-5.136694267373928,0.5535070300102234
T0,NORMAL_2023_01_2025_03,2024-10-01,sifir,2025-01-01,-5.136694267373928,0.0
T0,NORMAL_2023_01_2025_03,2024-10-01,son12_ortalama,2025-01-01,-5.136694267373928,3.6292207309262374
T0,NORMAL_2023_01_2025_03,2024-11-01,SeasonalNaive,2025-02-01,-12.040738564332296,18.502167166496765
T0,NORMAL_2023_01_2025_03,2024-11-01,RecursiveTabular,2025-02-01,-12.040738564332296,-16.904125213623047
T0,NORMAL_2023_01_2025_03,2024-11-01,DirectTabular,2025-02-01,-12.040738564332296,-17.24098777770996
T0,NORMAL_2023_01_2025_03,2024-11-01,ETS,2025-02-01,-12.040738564332296,16.41364650765741
T0,NORMAL_2023_01_2025_03,2024-11-01,Theta,2025-02-01,-12.040738564332296,12.626996994018555
T0,NORMAL_2023_01_2025_03,2024-11-01,Chronos2,2025-02-01,-12.040738564332296,0.7521936893463135
T0,NORMAL_2023_01_2025_03,2024-11-01,Toto2,2025-02-01,-12.040738564332296,-0.1138695478439331
T0,NORMAL_2023_01_2025_03,2024-11-01,WeightedEnsemble,2025-02-01,-12.040738564332296,-8.106524721781414
T0,NORMAL_2023_01_2025_03,2024-11-01,sifir,2025-02-01,-12.040738564332296,0.0
T0,NORMAL_2023_01_2025_03,2024-11-01,son12_ortalama,2025-02-01,-12.040738564332296,6.771563570199167
T0,NORMAL_2023_01_2025_03,2024-12-01,SeasonalNaive,2025-03-01,-19.8439275880849,14.808234910108492
T0,NORMAL_2023_01_2025_03,2024-12-01,RecursiveTabular,2025-03-01,-19.8439275880849,-29.43680191040039
T0,NORMAL_2023_01_2025_03,2024-12-01,DirectTabular,2025-03-01,-19.8439275880849,-10.75140380859375
T0,NORMAL_2023_01_2025_03,2024-12-01,ETS,2025-03-01,-19.8439275880849,4.670882805771704
T0,NORMAL_2023_01_2025_03,2024-12-01,Theta,2025-03-01,-19.8439275880849,0.9973310828208923
T0,NORMAL_2023_01_2025_03,2024-12-01,Chronos2,2025-03-01,-19.8439275880849,-3.3258261680603027
T0,NORMAL_2023_01_2025_03,2024-12-01,Toto2,2025-03-01,-19.8439275880849,-2.9946417808532715
T0,NORMAL_2023_01_2025_03,2024-12-01,WeightedEnsemble,2025-03-01,-19.8439275880849,-11.966927689976162
T0,NORMAL_2023_01_2025_03,2024-12-01,sifir,2025-03-01,-19.8439275880849,0.0
T0,NORMAL_2023_01_2025_03,2024-12-01,son12_ortalama,2025-03-01,-19.8439275880849,7.928082984210068
T0,NORMAL_2023_01_2025_03,2025-01-01,SeasonalNaive,2025-04-01,-7.560802892465666,8.437620324379505
T0,NORMAL_2023_01_2025_03,2025-01-01,RecursiveTabular,2025-04-01,-7.560802892465666,-5.835176467895508
T0,NORMAL_2023_01_2025_03,2025-01-01,DirectTabular,2025-04-01,-7.560802892465666,2.6708645820617676
T0,NORMAL_2023_01_2025_03,2025-01-01,ETS,2025-04-01,-7.560802892465666,-5.135713509666612
T0,NORMAL_2023_01_2025_03,2025-01-01,Theta,2025-04-01,-7.560802892465666,-8.83126163482666
T0,NORMAL_2023_01_2025_03,2025-01-01,Chronos2,2025-04-01,-7.560802892465666,-0.8957066535949707
T0,NORMAL_2023_01_2025_03,2025-01-01,Toto2,2025-04-01,-7.560802892465666,-4.014840126037598
T0,NORMAL_2023_01_2025_03,2025-01-01,WeightedEnsemble,2025-04-01,-7.560802892465666,0.43811861442965117
T0,NORMAL_2023_01_2025_03,2025-01-01,sifir,2025-04-01,-7.560802892465666,0.0
T0,NORMAL_2023_01_2025_03,2025-01-01,son12_ortalama,2025-04-01,-7.560802892465666,7.171292743421554
T0,NORMAL_2023_01_2025_03,2025-02-01,SeasonalNaive,2025-05-01,5.528626487670866,1.7542045779339082
T0,NORMAL_2023_01_2025_03,2025-02-01,RecursiveTabular,2025-05-01,5.528626487670866,-10.692666053771973
T0,NORMAL_2023_01_2025_03,2025-02-01,DirectTabular,2025-05-01,5.528626487670866,22.884063720703125
T0,NORMAL_2023_01_2025_03,2025-02-01,ETS,2025-05-01,5.528626487670866,-12.040048061826827
T0,NORMAL_2023_01_2025_03,2025-02-01,Theta,2025-05-01,5.528626487670866,-15.76938247680664
T0,NORMAL_2023_01_2025_03,2025-02-01,Chronos2,2025-05-01,5.528626487670866,3.7586684226989746
T0,NORMAL_2023_01_2025_03,2025-02-01,Toto2,2025-05-01,5.528626487670866,-5.285006999969482
T0,NORMAL_2023_01_2025_03,2025-02-01,WeightedEnsemble,2025-05-01,5.528626487670866,22.548296422958373
T0,NORMAL_2023_01_2025_03,2025-02-01,sifir,2025-05-01,5.528626487670866,0.0
T0,NORMAL_2023_01_2025_03,2025-02-01,son12_ortalama,2025-05-01,5.528626487670866,4.6260505991858
T0,NORMAL_2023_01_2025_03,2025-03-01,SeasonalNaive,2025-06-01,12.821982748855913,-8.974744432748658
T0,NORMAL_2023_01_2025_03,2025-03-01,RecursiveTabular,2025-06-01,12.821982748855913,-8.073261260986328
T0,NORMAL_2023_01_2025_03,2025-03-01,DirectTabular,2025-06-01,12.821982748855913,17.70728874206543
T0,NORMAL_2023_01_2025_03,2025-03-01,ETS,2025-06-01,12.821982748855913,-19.84314720013227
T0,NORMAL_2023_01_2025_03,2025-03-01,Theta,2025-06-01,12.821982748855913,-23.579208374023438
T0,NORMAL_2023_01_2025_03,2025-03-01,Chronos2,2025-06-01,12.821982748855913,0.06921303272247314
T0,NORMAL_2023_01_2025_03,2025-03-01,Toto2,2025-06-01,12.821982748855913,-0.9326454401016235
T0,NORMAL_2023_01_2025_03,2025-03-01,WeightedEnsemble,2025-06-01,12.821982748855913,-8.027245956127379
T0,NORMAL_2023_01_2025_03,2025-03-01,sifir,2025-06-01,12.821982748855913,0.0
T0,NORMAL_2023_01_2025_03,2025-03-01,son12_ortalama,2025-06-01,12.821982748855913,1.7383703910030166
T1,SOK_2020_04_2022_12,2020-04-01,SeasonalNaive,2020-07-01,33.28497903270504,9.845040557851622
T1,SOK_2020_04_2022_12,2020-04-01,RecursiveTabular,2020-07-01,33.28497903270504,5.228543281555176
T1,SOK_2020_04_2022_12,2020-04-01,DirectTabular,2020-07-01,33.28497903270504,1.9761927127838135
T1,SOK_2020_04_2022_12,2020-04-01,ETS,2020-07-01,33.28497903270504,-42.497226589094296
T1,SOK_2020_04_2022_12,2020-04-01,Theta,2020-07-01,33.28497903270504,-45.175331115722656
T1,SOK_2020_04_2022_12,2020-04-01,Chronos2,2020-07-01,33.28497903270504,-7.325385093688965
T1,SOK_2020_04_2022_12,2020-04-01,Toto2,2020-07-01,33.28497903270504,-37.242759704589844
T1,SOK_2020_04_2022_12,2020-04-01,WeightedEnsemble,2020-07-01,33.28497903270504,1.9761927127838135
T1,SOK_2020_04_2022_12,2020-04-01,sifir,2020-07-01,33.28497903270504,0.0
T1,SOK_2020_04_2022_12,2020-04-01,son12_ortalama,2020-07-01,33.28497903270504,7.890450246953027
T1,SOK_2020_04_2022_12,2020-05-01,SeasonalNaive,2020-08-01,62.498973254681154,-5.87310525485472
T1,SOK_2020_04_2022_12,2020-05-01,RecursiveTabular,2020-08-01,62.498973254681154,-10.586494445800781
T1,SOK_2020_04_2022_12,2020-05-01,DirectTabular,2020-08-01,62.498973254681154,4.797842025756836
T1,SOK_2020_04_2022_12,2020-05-01,ETS,2020-08-01,62.498973254681154,-57.86104569087719
T1,SOK_2020_04_2022_12,2020-05-01,Theta,2020-08-01,62.498973254681154,-61.5817985534668
T1,SOK_2020_04_2022_12,2020-05-01,Chronos2,2020-08-01,62.498973254681154,-43.383506774902344
T1,SOK_2020_04_2022_12,2020-05-01,Toto2,2020-08-01,62.498973254681154,-53.060726165771484
T1,SOK_2020_04_2022_12,2020-05-01,WeightedEnsemble,2020-08-01,62.498973254681154,-57.86104569087719
T1,SOK_2020_04_2022_12,2020-05-01,sifir,2020-08-01,62.498973254681154,0.0
T1,SOK_2020_04_2022_12,2020-05-01,son12_ortalama,2020-08-01,62.498973254681154,1.310443906688669
T1,SOK_2020_04_2022_12,2020-06-01,SeasonalNaive,2020-09-01,34.50845781715758,10.989231264575114
T1,SOK_2020_04_2022_12,2020-06-01,RecursiveTabular,2020-09-01,34.50845781715758,16.43801498413086
T1,SOK_2020_04_2022_12,2020-06-01,DirectTabular,2020-09-01,34.50845781715758,6.605868339538574
T1,SOK_2020_04_2022_12,2020-06-01,ETS,2020-09-01,34.50845781715758,-22.796545981970787
T1,SOK_2020_04_2022_12,2020-06-01,Theta,2020-09-01,34.50845781715758,-27.205812454223633
T1,SOK_2020_04_2022_12,2020-06-01,Chronos2,2020-09-01,34.50845781715758,-9.618276596069336
T1,SOK_2020_04_2022_12,2020-06-01,Toto2,2020-09-01,34.50845781715758,9.226176261901855
T1,SOK_2020_04_2022_12,2020-06-01,WeightedEnsemble,2020-09-01,34.50845781715758,-27.205812454223633
T1,SOK_2020_04_2022_12,2020-06-01,sifir,2020-09-01,34.50845781715758,0.0
T1,SOK_2020_04_2022_12,2020-06-01,son12_ortalama,2020-09-01,34.50845781715758,-1.8613199563826084
T1,SOK_2020_04_2022_12,2020-07-01,SeasonalNaive,2020-10-01,-3.0025495759971608,17.25095599702351
T1,SOK_2020_04_2022_12,2020-07-01,RecursiveTabular,2020-10-01,-3.0025495759971608,31.542667388916016
T1,SOK_2020_04_2022_12,2020-07-01,DirectTabular,2020-10-01,-3.0025495759971608,7.0354108810424805
T1,SOK_2020_04_2022_12,2020-07-01,ETS,2020-10-01,-3.0025495759971608,33.27937088020356
T1,SOK_2020_04_2022_12,2020-07-01,Theta,2020-10-01,-3.0025495759971608,28.920215606689453
T1,SOK_2020_04_2022_12,2020-07-01,Chronos2,2020-10-01,-3.0025495759971608,-16.816530227661133
T1,SOK_2020_04_2022_12,2020-07-01,Toto2,2020-10-01,-3.0025495759971608,16.5380802154541
T1,SOK_2020_04_2022_12,2020-07-01,WeightedEnsemble,2020-10-01,-3.0025495759971608,-15.142710066678232
T1,SOK_2020_04_2022_12,2020-07-01,sifir,2020-10-01,-3.0025495759971608,0.0
T1,SOK_2020_04_2022_12,2020-07-01,son12_ortalama,2020-10-01,-3.0025495759971608,0.09200824985517642
T1,SOK_2020_04_2022_12,2020-08-01,SeasonalNaive,2020-11-01,-21.104097827845703,35.45477484579875
T1,SOK_2020_04_2022_12,2020-08-01,RecursiveTabular,2020-11-01,-21.104097827845703,58.56932067871094
T1,SOK_2020_04_2022_12,2020-08-01,DirectTabular,2020-11-01,-21.104097827845703,6.639796733856201
T1,SOK_2020_04_2022_12,2020-08-01,ETS,2020-11-01,-21.104097827845703,62.4960512944437
T1,SOK_2020_04_2022_12,2020-08-01,Theta,2020-11-01,-21.104097827845703,59.266815185546875
T1,SOK_2020_04_2022_12,2020-08-01,Chronos2,2020-11-01,-21.104097827845703,-7.694089889526367
T1,SOK_2020_04_2022_12,2020-08-01,Toto2,2020-11-01,-21.104097827845703,16.472469329833984
T1,SOK_2020_04_2022_12,2020-08-01,WeightedEnsemble,2020-11-01,-21.104097827845703,58.56932067871094
T1,SOK_2020_04_2022_12,2020-08-01,sifir,2020-11-01,-21.104097827845703,0.0
T1,SOK_2020_04_2022_12,2020-08-01,son12_ortalama,2020-11-01,-21.104097827845703,5.789681458983165
T1,SOK_2020_04_2022_12,2020-09-01,SeasonalNaive,2020-12-01,-34.310592493298216,30.67981628914958
T1,SOK_2020_04_2022_12,2020-09-01,RecursiveTabular,2020-12-01,-34.310592493298216,54.496604919433594
T1,SOK_2020_04_2022_12,2020-09-01,DirectTabular,2020-12-01,-34.310592493298216,5.392592906951904
T1,SOK_2020_04_2022_12,2020-09-01,ETS,2020-12-01,-34.310592493298216,34.51125657650531
T1,SOK_2020_04_2022_12,2020-09-01,Theta,2020-12-01,-34.310592493298216,31.721965789794922
T1,SOK_2020_04_2022_12,2020-09-01,Chronos2,2020-12-01,-34.310592493298216,-7.10538387298584
T1,SOK_2020_04_2022_12,2020-09-01,Toto2,2020-12-01,-34.310592493298216,-17.286632537841797
T1,SOK_2020_04_2022_12,2020-09-01,WeightedEnsemble,2020-12-01,-34.310592493298216,54.496604919433594
T1,SOK_2020_04_2022_12,2020-09-01,sifir,2020-12-01,-34.310592493298216,0.0
T1,SOK_2020_04_2022_12,2020-09-01,son12_ortalama,2020-12-01,-34.310592493298216,7.749617005031705
T1,SOK_2020_04_2022_12,2020-10-01,SeasonalNaive,2021-01-01,-50.27348041149137,18.78633798494572
T1,SOK_2020_04_2022_12,2020-10-01,RecursiveTabular,2021-01-01,-50.27348041149137,33.255577087402344
T1,SOK_2020_04_2022_12,2020-10-01,DirectTabular,2021-01-01,-50.27348041149137,2.735330104827881
T1,SOK_2020_04_2022_12,2020-10-01,ETS,2021-01-01,-50.27348041149137,-2.9987981953819016
T1,SOK_2020_04_2022_12,2020-10-01,Theta,2021-01-01,-50.27348041149137,-6.376551628112793
T1,SOK_2020_04_2022_12,2020-10-01,Chronos2,2021-01-01,-50.27348041149137,-11.262321472167969
T1,SOK_2020_04_2022_12,2020-10-01,Toto2,2021-01-01,-50.27348041149137,-13.947253227233887
T1,SOK_2020_04_2022_12,2020-10-01,WeightedEnsemble,2021-01-01,-50.27348041149137,-13.79160504669383
T1,SOK_2020_04_2022_12,2020-10-01,sifir,2021-01-01,-50.27348041149137,0.0
T1,SOK_2020_04_2022_12,2020-10-01,son12_ortalama,2021-01-01,-50.27348041149137,6.061824873946648
T1,SOK_2020_04_2022_12,2020-11-01,SeasonalNaive,2021-02-01,-56.20072992364159,2.530313051816066
T1,SOK_2020_04_2022_12,2020-11-01,RecursiveTabular,2021-02-01,-56.20072992364159,1.3237751722335815
T1,SOK_2020_04_2022_12,2020-11-01,DirectTabular,2021-02-01,-56.20072992364159,-0.055928535759449005
T1,SOK_2020_04_2022_12,2020-11-01,ETS,2021-02-01,-56.20072992364159,-23.803960371305863
T1,SOK_2020_04_2022_12,2020-11-01,Theta,2021-02-01,-56.20072992364159,-25.05373764038086
T1,SOK_2020_04_2022_12,2020-11-01,Chronos2,2021-02-01,-56.20072992364159,-1.2547872066497803
T1,SOK_2020_04_2022_12,2020-11-01,Toto2,2021-02-01,-56.20072992364159,-9.397294044494629
T1,SOK_2020_04_2022_12,2020-11-01,WeightedEnsemble,2021-02-01,-56.20072992364159,-0.9550725389271975
T1,SOK_2020_04_2022_12,2020-11-01,sifir,2021-02-01,-56.20072992364159,0.0
T1,SOK_2020_04_2022_12,2020-11-01,son12_ortalama,2021-02-01,-56.20072992364159,1.3485854844762768
T1,SOK_2020_04_2022_12,2020-12-01,SeasonalNaive,2021-03-01,-26.66389373658552,-18.843990442090515
T1,SOK_2020_04_2022_12,2020-12-01,RecursiveTabular,2021-03-01,-26.66389373658552,-28.426239013671875
T1,SOK_2020_04_2022_12,2020-12-01,DirectTabular,2021-03-01,-26.66389373658552,-0.9709880948066711
T1,SOK_2020_04_2022_12,2020-12-01,ETS,2021-03-01,-26.66389373658552,-38.01184601784522
T1,SOK_2020_04_2022_12,2020-12-01,Theta,2021-03-01,-26.66389373658552,-38.66907501220703
T1,SOK_2020_04_2022_12,2020-12-01,Chronos2,2021-03-01,-26.66389373658552,13.915175437927246
T1,SOK_2020_04_2022_12,2020-12-01,Toto2,2021-03-01,-26.66389373658552,3.6305627822875977
T1,SOK_2020_04_2022_12,2020-12-01,WeightedEnsemble,2021-03-01,-26.66389373658552,3.6305627822875977
T1,SOK_2020_04_2022_12,2020-12-01,sifir,2021-03-01,-26.66389373658552,0.0
T1,SOK_2020_04_2022_12,2020-12-01,son12_ortalama,2021-03-01,-26.66389373658552,-4.067281914061039
T1,SOK_2020_04_2022_12,2021-01-01,SeasonalNaive,2021-04-01,6.380031107179807,-42.499592363045686
T1,SOK_2020_04_2022_12,2021-01-01,RecursiveTabular,2021-04-01,6.380031107179807,-52.12571334838867
T1,SOK_2020_04_2022_12,2021-01-01,DirectTabular,2021-04-01,6.380031107179807,0.38500675559043884
T1,SOK_2020_04_2022_12,2021-01-01,ETS,2021-04-01,6.380031107179807,-50.271883990616494
T1,SOK_2020_04_2022_12,2021-01-01,Theta,2021-04-01,6.380031107179807,-55.05221939086914
T1,SOK_2020_04_2022_12,2021-01-01,Chronos2,2021-04-01,6.380031107179807,18.855823516845703
T1,SOK_2020_04_2022_12,2021-01-01,Toto2,2021-04-01,6.380031107179807,-14.986834526062012
T1,SOK_2020_04_2022_12,2021-01-01,WeightedEnsemble,2021-04-01,6.380031107179807,-14.986834526062012
T1,SOK_2020_04_2022_12,2021-01-01,sifir,2021-04-01,6.380031107179807,0.0
T1,SOK_2020_04_2022_12,2021-01-01,son12_ortalama,2021-04-01,6.380031107179807,-9.822266780430796
T1,SOK_2020_04_2022_12,2021-02-01,SeasonalNaive,2021-05-01,18.675919162484007,-57.86258222644093
T1,SOK_2020_04_2022_12,2021-02-01,RecursiveTabular,2021-05-01,18.675919162484007,-61.099281311035156
T1,SOK_2020_04_2022_12,2021-02-01,DirectTabular,2021-05-01,18.675919162484007,3.0469930171966553
T1,SOK_2020_04_2022_12,2021-02-01,ETS,2021-05-01,18.675919162484007,-56.200137039048286
T1,SOK_2020_04_2022_12,2021-02-01,Theta,2021-05-01,18.675919162484007,-61.38988494873047
T1,SOK_2020_04_2022_12,2021-02-01,Chronos2,2021-05-01,18.675919162484007,11.037622451782227
T1,SOK_2020_04_2022_12,2021-02-01,Toto2,2021-05-01,18.675919162484007,-19.367053985595703
T1,SOK_2020_04_2022_12,2021-02-01,WeightedEnsemble,2021-05-01,18.675919162484007,-56.200137039048286
T1,SOK_2020_04_2022_12,2021-02-01,sifir,2021-05-01,18.675919162484007,0.0
T1,SOK_2020_04_2022_12,2021-02-01,son12_ortalama,2021-05-01,18.675919162484007,-14.716520361718935
T1,SOK_2020_04_2022_12,2021-03-01,SeasonalNaive,2021-06-01,18.676333909135213,-22.793039181319823
T1,SOK_2020_04_2022_12,2021-03-01,RecursiveTabular,2021-06-01,18.676333909135213,-21.57710838317871
T1,SOK_2020_04_2022_12,2021-03-01,DirectTabular,2021-06-01,18.676333909135213,4.264754772186279
T1,SOK_2020_04_2022_12,2021-03-01,ETS,2021-06-01,18.676333909135213,-26.666847360915774
T1,SOK_2020_04_2022_12,2021-03-01,Theta,2021-06-01,18.676333909135213,-32.18099594116211
T1,SOK_2020_04_2022_12,2021-03-01,Chronos2,2021-06-01,18.676333909135213,15.236281394958496
T1,SOK_2020_04_2022_12,2021-03-01,Toto2,2021-06-01,18.676333909135213,12.024835586547852
T1,SOK_2020_04_2022_12,2021-03-01,WeightedEnsemble,2021-06-01,18.676333909135213,-16.1528030817137
T1,SOK_2020_04_2022_12,2021-03-01,sifir,2021-06-01,18.676333909135213,0.0
T1,SOK_2020_04_2022_12,2021-03-01,son12_ortalama,2021-06-01,18.676333909135213,-15.36817896959352
T1,SOK_2020_04_2022_12,2021-04-01,SeasonalNaive,2021-07-01,13.4745169990887,33.28497903270504
T1,SOK_2020_04_2022_12,2021-04-01,RecursiveTabular,2021-07-01,13.4745169990887,38.525787353515625
T1,SOK_2020_04_2022_12,2021-04-01,DirectTabular,2021-07-01,13.4745169990887,3.7205731868743896
T1,SOK_2020_04_2022_12,2021-04-01,ETS,2021-07-01,13.4745169990887,6.376726419332996
T1,SOK_2020_04_2022_12,2021-04-01,Theta,2021-07-01,13.4745169990887,1.0665020942687988
T1,SOK_2020_04_2022_12,2021-04-01,Chronos2,2021-07-01,13.4745169990887,4.778916358947754
T1,SOK_2020_04_2022_12,2021-04-01,Toto2,2021-07-01,13.4745169990887,8.353858947753906
T1,SOK_2020_04_2022_12,2021-04-01,WeightedEnsemble,2021-07-01,13.4745169990887,7.590668872501073
T1,SOK_2020_04_2022_12,2021-04-01,sifir,2021-07-01,13.4745169990887,0.0
T1,SOK_2020_04_2022_12,2021-04-01,son12_ortalama,2021-07-01,13.4745169990887,-11.294877013741393
T1,SOK_2020_04_2022_12,2021-05-01,SeasonalNaive,2021-08-01,31.56739785908104,62.498973254681154
T1,SOK_2020_04_2022_12,2021-05-01,RecursiveTabular,2021-08-01,31.56739785908104,70.64163208007812
T1,SOK_2020_04_2022_12,2021-05-01,DirectTabular,2021-08-01,31.56739785908104,2.699232816696167
T1,SOK_2020_04_2022_12,2021-05-01,ETS,2021-08-01,31.56739785908104,18.67468924320969
T1,SOK_2020_04_2022_12,2021-05-01,Theta,2021-08-01,31.56739785908104,13.883005142211914
T1,SOK_2020_04_2022_12,2021-05-01,Chronos2,2021-08-01,31.56739785908104,-0.7126818895339966
T1,SOK_2020_04_2022_12,2021-05-01,Toto2,2021-08-01,31.56739785908104,2.891286849975586
T1,SOK_2020_04_2022_12,2021-05-01,WeightedEnsemble,2021-08-01,31.56739785908104,0.30737509739767643
T1,SOK_2020_04_2022_12,2021-05-01,sifir,2021-08-01,31.56739785908104,0.0
T1,SOK_2020_04_2022_12,2021-05-01,son12_ortalama,2021-08-01,31.56739785908104,-4.916668564664317
T1,SOK_2020_04_2022_12,2021-06-01,SeasonalNaive,2021-09-01,22.772304773526542,34.50845781715758
T1,SOK_2020_04_2022_12,2021-06-01,RecursiveTabular,2021-09-01,22.772304773526542,40.847137451171875
T1,SOK_2020_04_2022_12,2021-06-01,DirectTabular,2021-09-01,22.772304773526542,1.5035855770111084
T1,SOK_2020_04_2022_12,2021-06-01,ETS,2021-09-01,22.772304773526542,18.67633374466862
T1,SOK_2020_04_2022_12,2021-06-01,Theta,2021-09-01,22.772304773526542,14.237914085388184
T1,SOK_2020_04_2022_12,2021-06-01,Chronos2,2021-09-01,22.772304773526542,-2.4374725818634033
T1,SOK_2020_04_2022_12,2021-06-01,Toto2,2021-09-01,22.772304773526542,5.015986919403076
T1,SOK_2020_04_2022_12,2021-06-01,WeightedEnsemble,2021-09-01,22.772304773526542,1.8443020151016563
T1,SOK_2020_04_2022_12,2021-06-01,sifir,2021-09-01,22.772304773526542,0.0
T1,SOK_2020_04_2022_12,2021-06-01,son12_ortalama,2021-09-01,22.772304773526542,-1.4608874737930646
T1,SOK_2020_04_2022_12,2021-07-01,SeasonalNaive,2021-10-01,27.944221914701988,-3.0025495759971608
T1,SOK_2020_04_2022_12,2021-07-01,RecursiveTabular,2021-10-01,27.944221914701988,-3.6680655479431152
T1,SOK_2020_04_2022_12,2021-07-01,DirectTabular,2021-10-01,27.944221914701988,-0.07771601527929306
T1,SOK_2020_04_2022_12,2021-07-01,ETS,2021-10-01,27.944221914701988,13.475037180763259
T1,SOK_2020_04_2022_12,2021-07-01,Theta,2021-10-01,27.944221914701988,9.23137092590332
